customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,FM_score,Segment
13206,5,4,2175.34,5,3,3,3,Potential Loyalist
13207,72,8,2510.0400000000004,4,5,3,4,Champions
13208,143,8,4358.32,3,5,4,4,Loyal Customers
13209,96,12,11166.39,3,5,5,5,Loyal Customers
13210,32,5,4271.81,4,4,4,4,Champions
13211,85,6,4411.32,3,4,4,4,Loyal Customers
13212,7,6,5903.01,5,4,4,4,Champions
13213,116,9,7576.93,3,5,5,5,Loyal Customers
13214,166,5,5004.32,3,4,4,4,Loyal Customers
13215,105,6,2268.81,3,4,3,4,Loyal Customers
13216,81,6,2919.0,3,4,3,4,Loyal Customers
13217,102,8,6036.39,3,5,4,4,Loyal Customers
13218,14,6,6213.95,5,4,4,4,Champions
13219,207,6,6809.9,2,4,5,4,Can't Lose Them
13220,70,7,4064.1600000000003,4,4,4,4,Champions
13221,62,5,4165.31,4,4,4,4,Champions
13222,28,9,13877.26,5,5,5,5,Champions
13223,7,6,3018.09,5,4,3,4,Champions
13224,92,6,10868.24,3,4,5,4,Loyal Customers
13225,324,8,6763.83,2,5,5,5,Can't Lose Them
13226,187,4,5710.58,3,3,4,4,Loyal Customers
13227,163,5,5402.1,3,4,4,4,Loyal Customers
13228,27,8,6201.29,5,5,4,4,Champions
13229,9,9,8801.1,5,5,5,5,Champions
13230,66,20,9644.7,4,5,5,5,Champions
13231,49,3,3995.46,4,2,3,2,Recent Users
13232,5,13,9745.42,5,5,5,5,Champions
13233,90,3,2405.12,3,2,3,2,Promising
13234,92,3,2407.31,3,2,3,2,Promising
13235,62,5,6321.93,4,4,4,4,Champions
13236,13,6,3208.76,5,4,3,4,Champions
13237,126,6,5958.27,3,4,4,4,Loyal Customers
13238,94,7,4946.16,3,4,4,4,Loyal Customers
13239,5483,1,329.56,1,1,1,1,Lost
13240,96,8,5142.03,3,5,4,4,Loyal Customers
13241,84,3,2635.92,3,2,3,2,Promising
13242,141,7,5557.71,3,4,4,4,Loyal Customers
13243,80,5,5263.900000000001,3,4,4,4,Loyal Customers
13244,116,4,3812.16,3,3,3,3,Needs Attention
13245,110,9,9104.15,3,5,5,5,Loyal Customers
13246,54,7,3187.26,4,4,3,4,Champions
13247,64,8,7097.0,4,5,5,5,Champions
13248,42,10,8852.47,4,5,5,5,Champions
13249,131,6,4389.25,3,4,4,4,Loyal Customers
13250,52,6,6445.860000000001,4,4,5,4,Champions
13251,67,7,5953.74,4,4,4,4,Champions
13252,103,2,457.96000000000004,3,1,1,1,Promising
13253,14,5,2816.77,5,4,3,4,Champions
13254,17,4,1911.29,5,3,2,2,Recent Users
13255,98,8,5748.25,3,5,4,4,Loyal Customers
13256,111,6,6802.31,3,4,5,4,Loyal Customers
13257,77,2,4302.97,4,1,4,2,Recent Users
13258,182,5,5212.4800000000005,3,4,4,4,Loyal Customers
13259,177,2,1052.24,3,1,2,2,Promising
13260,37,10,9260.720000000001,4,5,5,5,Champions
13261,105,4,3512.06,3,3,3,3,Needs Attention
13262,82,8,3107.5400000000004,3,5,3,4,Loyal Customers
13263,42,38,9662.02,4,5,5,5,Champions
13264,98,3,1887.8700000000001,3,2,2,2,Promising
13265,127,7,3447.64,3,4,3,4,Loyal Customers
13266,45,16,10323.19,4,5,5,5,Champions
13267,133,22,7877.42,3,5,5,5,Loyal Customers
13268,88,16,7266.07,3,5,5,5,Loyal Customers
13269,99,19,10097.65,3,5,5,5,Loyal Customers
13270,18,7,9011.24,5,4,5,4,Champions
13271,25,5,3425.71,5,4,3,4,Champions
13272,16,5,1290.47,5,4,2,3,Potential Loyalist
13273,25,6,4497.31,5,4,4,4,Champions
13274,93,5,3777.8100000000004,3,4,3,4,Loyal Customers
13275,25,5,3992.84,5,4,3,4,Champions
13276,291,4,750.9,2,3,2,2,About To Sleep
13277,183,8,2455.32,3,5,3,4,Loyal Customers
13278,20,7,3836.4900000000002,5,4,3,4,Champions
13279,44,7,7225.9800000000005,4,4,5,4,Champions
13280,262,5,3978.29,2,4,3,4,Can't Lose Them
13281,2,2,1734.44,5,1,2,2,Recent Users
13282,45,6,4562.04,4,4,4,4,Champions
13283,105,6,4530.04,3,4,4,4,Loyal Customers
13284,95,6,8739.95,3,4,5,4,Loyal Customers
13285,226,5,3479.04,2,4,3,4,Can't Lose Them
13286,74,1,1487.97,4,1,2,2,Recent Users
13287,57,2,3111.9700000000003,4,1,3,2,Recent Users
13288,40,2,3146.44,4,1,3,2,Recent Users
13289,145,4,5289.91,3,3,4,4,Loyal Customers
13290,59,3,3098.92,4,2,3,2,Recent Users
13291,9,7,6680.88,5,4,5,4,Champions
13292,31,9,7061.18,5,5,5,5,Champions
13293,79,4,3092.29,3,3,3,3,Needs Attention
13294,61,7,7340.06,4,4,5,4,Champions
13295,191,6,3539.0,2,4,3,4,Can't Lose Them
13296,39,5,6756.2,4,4,5,4,Champions
13297,150,5,4347.3,3,4,4,4,Loyal Customers
13298,43,7,5302.79,4,4,4,4,Champions
13299,19,8,6114.76,5,5,4,4,Champions
13300,17,8,4904.67,5,5,4,4,Champions
13301,44,8,3929.98,4,5,3,4,Champions
13302,94,4,2444.64,3,3,3,3,Needs Attention
13303,45,3,4964.43,4,2,4,3,Potential Loyalist
13304,19,3,1202.3000000000002,5,2,2,2,Recent Users
13305,25,13,5077.24,5,5,4,4,Champions
13306,3,5,4493.72,5,4,4,4,Champions
13307,116,4,7225.32,3,3,5,4,Loyal Customers
13308,5244,3,1385.51,2,2,2,2,About To Sleep
13309,32,12,8506.53,4,5,5,5,Champions
13310,94,9,8909.33,3,5,5,5,Loyal Customers
13311,22,8,5356.85,5,5,4,4,Champions
13312,9,5,3280.3100000000004,5,4,3,4,Champions
13313,24,11,6271.14,5,5,4,4,Champions
13314,49,8,7154.79,4,5,5,5,Champions
13315,31,5,6546.32,5,4,5,4,Champions
13316,47,9,9657.01,4,5,5,5,Champions
13317,11,11,3723.03,5,5,3,4,Champions
13318,60,8,8448.6,4,5,5,5,Champions
13319,5227,26,10845.55,2,5,5,5,Can't Lose Them
13320,92,8,8220.51,3,5,5,5,Loyal Customers
13321,9,7,7591.7300000000005,5,4,5,4,Champions
13322,20,6,7196.27,5,4,5,4,Champions
13323,25,9,7406.63,5,5,5,5,Champions
13324,19,13,10990.32,5,5,5,5,Champions
13325,33,4,1713.7,4,3,2,2,Recent Users
13326,51,4,3120.86,4,3,3,3,Potential Loyalist
13327,15,11,5617.6900000000005,5,5,4,4,Champions
13328,222,4,6513.83,2,3,5,4,Can't Lose Them
13329,75,5,1826.89,4,4,2,3,Potential Loyalist
13330,5,9,10404.66,5,5,5,5,Champions
13331,6,6,5163.31,5,4,4,4,Champions
13332,7,7,8451.26,5,4,5,4,Champions
13333,112,3,1716.8300000000002,3,2,2,2,Promising
13334,17,5,4658.72,5,4,4,4,Champions
13335,28,5,6060.79,5,4,4,4,Champions
13336,12,5,5579.9800000000005,5,4,4,4,Champions
13337,135,3,4231.9,3,2,4,3,Needs Attention
13338,21,5,5238.45,5,4,4,4,Champions
13339,141,5,4479.9800000000005,3,4,4,4,Loyal Customers
13340,129,10,13588.36,3,5,5,5,Loyal Customers
13341,18,7,13263.57,5,4,5,4,Champions
13342,87,7,8663.39,3,4,5,4,Loyal Customers
13343,267,3,2052.86,2,2,2,2,About To Sleep
13344,55,6,5505.68,4,4,4,4,Champions
13345,18,2,1589.98,5,1,2,2,Recent Users
13346,169,3,1467.39,3,2,2,2,Promising
13347,58,7,10180.61,4,4,5,4,Champions
13348,10,6,4339.12,5,4,4,4,Champions
13349,37,4,4048.23,4,3,4,4,Champions
13350,25,5,4521.08,5,4,4,4,Champions
13351,128,4,4320.31,3,3,4,4,Loyal Customers
13352,81,5,6753.28,3,4,5,4,Loyal Customers
13353,82,2,2669.92,3,1,3,2,Promising
13354,149,2,765.53,3,1,2,2,Promising
13355,64,5,1842.13,4,4,2,3,Potential Loyalist
13356,48,4,4126.11,4,3,4,4,Champions
13357,5479,1,609.95,1,1,1,1,Lost
13358,34,4,4765.31,4,3,4,4,Champions
13359,60,7,6399.81,4,4,5,4,Champions
13360,118,2,435.97,3,1,1,1,Promising
13361,75,5,6251.68,4,4,4,4,Champions
13362,120,6,6408.15,3,4,5,4,Loyal Customers
13363,91,5,2500.44,3,4,3,4,Loyal Customers
13364,53,6,8604.66,4,4,5,4,Champions
13365,241,3,2837.31,2,2,3,2,About To Sleep
13366,100,7,8728.89,3,4,5,4,Loyal Customers
13367,21,5,5518.87,5,4,4,4,Champions
13368,108,5,3638.79,3,4,3,4,Loyal Customers
13369,71,5,4328.62,4,4,4,4,Champions
13370,72,6,6042.2300000000005,4,4,4,4,Champions
13371,55,4,4029.92,4,3,4,4,Champions
13372,221,4,3011.62,2,3,3,3,Hibernating
13373,38,7,6022.57,4,4,4,4,Champions
13374,112,2,1105.9,3,1,2,2,Promising
13375,169,5,2948.96,3,4,3,4,Loyal Customers
13376,4,6,2051.7,5,4,2,3,Potential Loyalist
13377,59,5,2758.91,4,4,3,4,Champions
13378,286,2,4302.33,2,1,4,2,About To Sleep
13379,24,12,7064.59,5,5,5,5,Champions
13380,36,4,1097.42,4,3,2,2,Recent Users
13381,28,8,5318.29,5,5,4,4,Champions
13382,20,5,2734.4,5,4,3,4,Champions
13383,18,9,6762.82,5,5,5,5,Champions
13384,23,10,6086.3,5,5,4,4,Champions
13385,3,5,3516.46,5,4,3,4,Champions
13386,11,6,6172.37,5,4,4,4,Champions
13387,7,4,3018.91,5,3,3,3,Potential Loyalist
13388,174,3,1877.58,3,2,2,2,Promising
13389,85,10,7321.33,3,5,5,5,Loyal Customers
13390,7,10,12223.73,5,5,5,5,Champions
13391,187,7,9784.07,3,4,5,4,Loyal Customers
13392,95,3,3389.38,3,2,3,2,Promising
13393,7,2,4439.87,5,1,4,2,Recent Users
13394,48,14,5873.86,4,5,4,4,Champions
13395,30,9,6978.04,5,5,5,5,Champions
13396,10,6,5516.45,5,4,4,4,Champions
13397,82,11,7180.88,3,5,5,5,Loyal Customers
13398,26,6,6275.13,5,4,4,4,Champions
13399,7,5,7914.28,5,4,5,4,Champions
13400,130,6,4775.780000000001,3,4,4,4,Loyal Customers
13401,131,1,450.0,3,1,1,1,Promising
13402,7,7,8178.09,5,4,5,4,Champions
13403,77,8,10841.630000000001,4,5,5,5,Champions
13404,124,6,4630.3,3,4,4,4,Loyal Customers
13405,49,6,4627.35,4,4,4,4,Champions
13406,15,4,7996.700000000001,5,3,5,4,Champions
13407,47,7,6514.7300000000005,4,4,5,4,Champions
13408,2,67,29691.89,5,5,5,5,Champions
13409,78,5,6549.83,4,4,5,4,Champions
13410,98,9,5860.37,3,5,4,4,Loyal Customers
13411,2,7,9062.29,5,4,5,4,Champions
13412,194,3,875.9000000000001,2,2,2,2,About To Sleep
13413,26,2,4642.97,5,1,4,2,Recent Users
13414,58,7,4421.95,4,4,4,4,Champions
13415,2,3,3147.8900000000003,5,2,3,2,Recent Users
13416,69,7,4746.26,4,4,4,4,Champions
13417,124,3,2214.8,3,2,3,2,Promising
13418,20,22,7702.79,5,5,5,5,Champions
13419,35,3,2617.48,4,2,3,2,Recent Users
13420,143,5,2724.77,3,4,3,4,Loyal Customers
13421,5,5,4251.51,5,4,4,4,Champions
13422,7,8,9883.16,5,5,5,5,Champions
13423,7,5,9548.61,5,4,5,4,Champions
13424,81,5,4395.7300000000005,3,4,4,4,Loyal Customers
13425,29,4,2023.66,5,3,2,2,Recent Users
13426,69,13,10251.3,4,5,5,5,Champions
13427,101,7,11138.91,3,4,5,4,Loyal Customers
13428,34,5,4039.29,4,4,4,4,Champions
13429,183,9,7705.06,3,5,5,5,Loyal Customers
13430,31,10,14602.1,5,5,5,5,Champions
13431,75,5,4857.92,4,4,4,4,Champions
13432,67,3,2039.91,4,2,2,2,Recent Users
13433,136,6,7193.29,3,4,5,4,Loyal Customers
13434,27,4,2746.19,5,3,3,3,Potential Loyalist
13435,68,10,4446.36,4,5,4,4,Champions
13436,69,5,2634.7400000000002,4,4,3,4,Champions
13437,11,13,13924.45,5,5,5,5,Champions
13438,82,6,8228.7,3,4,5,4,Loyal Customers
13439,46,6,7880.99,4,4,5,4,Champions
13440,26,3,4437.37,5,2,4,3,Potential Loyalist
13441,147,6,5912.95,3,4,4,4,Loyal Customers
13442,160,1,1526.42,3,1,2,2,Promising
13443,83,9,9228.75,3,5,5,5,Loyal Customers
13444,33,3,1348.8700000000001,4,2,2,2,Recent Users
13445,16,6,3284.88,5,4,3,4,Champions
13446,176,2,3411.48,3,1,3,2,Promising
13447,174,7,4572.45,3,4,4,4,Loyal Customers
13448,115,7,7073.33,3,4,5,4,Loyal Customers
13449,83,4,2591.84,3,3,3,3,Needs Attention
13450,44,12,4534.5,4,5,4,4,Champions
13451,108,9,8497.460000000001,3,5,5,5,Loyal Customers
13452,12,6,5644.9,5,4,4,4,Champions
13453,4,5,3536.97,5,4,3,4,Champions
13454,27,7,9917.74,5,4,5,4,Champions
13455,8,5,4901.2,5,4,4,4,Champions
13456,47,10,6904.56,4,5,5,5,Champions
13457,125,3,4482.41,3,2,4,3,Needs Attention
13458,91,19,14645.34,3,5,5,5,Loyal Customers
13459,134,7,7598.39,3,4,5,4,Loyal Customers
13460,81,7,4468.26,3,4,4,4,Loyal Customers
13461,76,7,3610.42,4,4,3,4,Champions
13462,6,7,3747.37,5,4,3,4,Champions
13463,96,5,5028.38,3,4,4,4,Loyal Customers
13464,1,6,10202.85,5,4,5,4,Champions
13465,18,10,8805.32,5,5,5,5,Champions
13466,13,2,647.88,5,1,1,1,Price Sensitive
13467,41,4,2472.11,4,3,3,3,Potential Loyalist
13468,143,40,8262.92,3,5,5,5,Loyal Customers
13469,59,4,8272.79,4,3,5,4,Champions
13470,10,7,5099.87,5,4,4,4,Champions
13471,6,6,6426.9800000000005,5,4,5,4,Champions
13472,80,4,8834.89,3,3,5,4,Loyal Customers
13473,5282,2,422.64,1,1,1,1,Lost
13474,272,3,1461.45,2,2,2,2,About To Sleep
13475,60,11,11238.66,4,5,5,5,Champions
13476,80,11,10014.61,3,5,5,5,Loyal Customers
13477,12,10,5195.46,5,5,4,4,Champions
13478,6,5,7834.92,5,4,5,4,Champions
13479,4,7,5904.83,5,4,4,4,Champions
13480,11,5,2004.8000000000002,5,4,2,3,Potential Loyalist
13481,33,11,6622.89,4,5,5,5,Champions
13482,45,7,6693.04,4,4,5,4,Champions
13483,8,7,4889.1,5,4,4,4,Champions
13484,59,4,3969.7400000000002,4,3,3,3,Potential Loyalist
13485,44,4,1605.16,4,3,2,2,Recent Users
13486,85,7,4907.34,3,4,4,4,Loyal Customers
13487,72,6,1011.89,4,4,2,3,Potential Loyalist
13488,21,17,14016.14,5,5,5,5,Champions
13489,1,10,5406.84,5,5,4,4,Champions
13490,29,6,11947.18,5,4,5,4,Champions
13491,70,14,6230.21,4,5,4,4,Champions
13492,37,9,4878.68,4,5,4,4,Champions
13493,3,6,5571.47,5,4,4,4,Champions
13494,9,5,5658.1900000000005,5,4,4,4,Champions
13495,2,8,6791.7300000000005,5,5,5,5,Champions
13496,163,4,2095.31,3,3,2,2,Promising
13497,5504,2,348.05,1,1,1,1,Lost
13498,9,8,7065.25,5,5,5,5,Champions
13499,144,10,7792.9400000000005,3,5,5,5,Loyal Customers
13500,222,8,7721.58,2,5,5,5,Can't Lose Them
13501,116,3,4323.2300000000005,3,2,4,3,Needs Attention
13502,133,5,2652.0,3,4,3,4,Loyal Customers
13503,37,4,3000.23,4,3,3,3,Potential Loyalist
13504,137,5,4589.85,3,4,4,4,Loyal Customers
13505,22,9,6426.51,5,5,5,5,Champions
13506,57,4,1655.49,4,3,2,2,Recent Users
13507,11,10,11390.43,5,5,5,5,Champions
13508,47,4,3605.77,4,3,3,3,Potential Loyalist
13509,84,8,1322.67,3,5,2,4,Loyal Customers
13510,116,8,5896.37,3,5,4,4,Loyal Customers
13511,101,5,2957.87,3,4,3,4,Loyal Customers
13512,45,7,12629.37,4,4,5,4,Champions
13513,270,4,3708.4300000000003,2,3,3,3,Hibernating
13514,71,5,5510.53,4,4,4,4,Champions
13515,68,8,3749.9500000000003,4,5,3,4,Champions
13516,45,5,3539.29,4,4,3,4,Champions
13517,144,5,5432.38,3,4,4,4,Loyal Customers
13518,194,6,1913.3000000000002,2,4,2,3,Hibernating
13519,37,7,10014.6,4,4,5,4,Champions
13520,38,10,11061.14,4,5,5,5,Champions
13521,214,8,7758.49,2,5,5,5,Can't Lose Them
13522,5,10,6933.58,5,5,5,5,Champions
13523,186,7,6751.75,3,4,5,4,Loyal Customers
13524,126,10,5970.11,3,5,4,4,Loyal Customers
13525,262,7,3842.1000000000004,2,4,3,4,Can't Lose Them
13526,31,8,7303.81,5,5,5,5,Champions
13527,144,10,3200.92,3,5,3,4,Loyal Customers
13528,9,2,4317.95,5,1,4,2,Recent Users
13529,186,5,787.1800000000001,3,4,2,3,Needs Attention
13530,154,4,5555.860000000001,3,3,4,4,Loyal Customers
13531,11,7,3819.6600000000003,5,4,3,4,Champions
13532,32,3,1056.73,4,2,2,2,Recent Users
13533,40,9,6675.030000000001,4,5,5,5,Champions
13534,7,28,9187.52,5,5,5,5,Champions
13535,131,1,1580.94,3,1,2,2,Promising
13536,89,10,5819.28,3,5,4,4,Loyal Customers
13537,27,2,2249.85,5,2,3,2,Recent Users
13538,43,13,9282.16,4,5,5,5,Champions
13539,42,6,3937.2400000000002,4,4,3,4,Champions
13540,3,4,9304.68,5,3,5,4,Champions
13541,11,6,5589.3,5,4,4,4,Champions
13542,23,6,4235.34,5,4,4,4,Champions
13543,305,1,3192.4300000000003,2,1,3,2,About To Sleep
13544,143,5,3935.77,3,4,3,4,Loyal Customers
13545,134,3,3223.87,3,2,3,2,Promising
13546,203,4,1328.97,2,3,2,2,About To Sleep
13547,86,2,1839.94,3,2,2,2,Promising
13548,7,7,8178.82,5,4,5,4,Champions
13549,32,13,9629.97,4,5,5,5,Champions
13550,38,6,4923.3,4,4,4,4,Champions
13551,26,7,5047.990000000001,5,4,4,4,Champions
13552,36,19,12743.300000000001,4,5,5,5,Champions
13553,300,2,2298.91,2,2,3,2,About To Sleep
13554,26,2,872.9100000000001,5,2,2,2,Recent Users
13555,3,11,13514.11,5,5,5,5,Champions
13556,224,4,1521.8100000000002,2,3,2,2,About To Sleep
13557,309,4,3111.52,2,3,3,3,Hibernating
13558,36,6,4961.89,4,4,4,4,Champions
13559,141,1,825.95,3,1,2,2,Promising
13560,164,4,1174.31,3,3,2,2,Promising
13561,42,9,8485.04,4,5,5,5,Champions
13562,78,8,8800.24,4,5,5,5,Champions
13563,63,6,4632.860000000001,4,4,4,4,Champions
13564,53,6,3104.94,4,4,3,4,Champions
13565,167,6,6142.11,3,4,4,4,Loyal Customers
13566,23,6,4188.11,5,4,4,4,Champions
13567,36,1,651.95,4,1,1,1,Price Sensitive
13568,4,4,4097.31,5,3,4,4,Champions
13569,26,6,3696.1200000000003,5,4,3,4,Champions
13570,32,4,5965.89,4,3,4,4,Champions
13571,206,14,4874.2300000000005,2,5,4,4,Can't Lose Them
13572,28,7,10942.65,5,4,5,4,Champions
13573,55,5,5972.76,4,4,4,4,Champions
13574,50,6,8116.32,4,4,5,4,Champions
13575,7,9,3078.92,5,5,3,4,Champions
13576,158,21,10174.68,3,5,5,5,Loyal Customers
13577,2,8,7432.96,5,5,5,5,Champions
13578,3,4,4655.81,5,3,4,4,Champions
13579,14,7,9574.95,5,4,5,4,Champions
13580,124,6,5486.32,3,4,4,4,Loyal Customers
13581,35,3,960.9200000000001,4,2,2,2,Recent Users
13582,115,1,899.97,3,1,2,2,Promising
13583,85,5,3361.9300000000003,3,4,3,4,Loyal Customers
13584,17,4,1810.2500000000002,5,3,2,2,Recent Users
13585,19,4,6655.9,5,3,5,4,Champions
13586,99,3,2463.46,3,2,3,2,Promising
13587,190,4,4827.4,2,3,4,4,Can't Lose Them
13588,92,16,6195.34,3,5,4,4,Loyal Customers
13589,42,5,1485.6100000000001,4,4,2,3,Potential Loyalist
13590,41,8,6355.8,4,5,4,4,Champions
13591,322,4,1227.13,2,3,2,2,About To Sleep
13592,129,5,3003.37,3,4,3,4,Loyal Customers
13593,106,11,7875.900000000001,3,5,5,5,Loyal Customers
13594,210,3,3303.89,2,2,3,2,About To Sleep
13595,78,4,3408.87,4,3,3,3,Potential Loyalist
13596,162,5,4379.99,3,4,4,4,Loyal Customers
13597,18,8,10037.7,5,5,5,5,Champions
13598,16,5,3300.04,5,4,3,4,Champions
13599,9,25,9278.48,5,5,5,5,Champions
13600,20,2,3036.9700000000003,5,2,3,2,Recent Users
13601,43,7,7779.66,4,4,5,4,Champions
13602,50,4,3330.81,4,3,3,3,Potential Loyalist
13603,5247,1,164.34,2,1,1,1,About To Sleep
13604,129,4,5436.780000000001,3,3,4,4,Loyal Customers
13605,53,6,6404.8,4,4,5,4,Champions
13606,167,6,5245.33,3,4,4,4,Loyal Customers
13607,123,8,6792.26,3,5,5,5,Loyal Customers
13608,197,4,2931.86,2,3,3,3,Hibernating
13609,68,4,2648.38,4,3,3,3,Potential Loyalist
13610,218,10,2246.27,2,5,3,4,Can't Lose Them
13611,141,5,2332.19,3,4,3,4,Loyal Customers
13612,13,2,258.48,5,2,1,2,Recent Users
13613,75,4,2870.91,4,3,3,3,Potential Loyalist
13614,5246,4,1610.46,2,3,2,2,About To Sleep
13615,15,6,5761.02,5,4,4,4,Champions
13616,366,1,95.0,2,1,1,1,About To Sleep
13617,63,4,1574.14,4,3,2,2,Recent Users
13618,25,4,4033.25,5,3,4,4,Champions
13619,103,4,319.46000000000004,3,3,1,2,Promising
13620,35,6,7078.87,4,4,5,4,Champions
13621,278,2,611.8000000000001,2,2,1,2,About To Sleep
13623,50,9,4510.18,4,5,4,4,Champions
13624,116,4,3794.32,3,3,3,3,Needs Attention
13625,88,3,1519.98,3,2,2,2,Promising
13626,78,4,990.1700000000001,4,3,2,2,Recent Users
13627,113,8,6615.35,3,5,5,5,Loyal Customers
13628,58,4,3971.87,4,3,3,3,Potential Loyalist
13629,11,16,13808.15,5,5,5,5,Champions
13630,162,10,5265.110000000001,3,5,4,4,Loyal Customers
13631,91,13,7523.280000000001,3,5,5,5,Loyal Customers
13632,20,8,5321.18,5,5,4,4,Champions
13633,2,4,5052.76,5,3,4,4,Champions
13634,3,11,5044.04,5,5,4,4,Champions
13635,81,5,3801.5,3,4,3,4,Loyal Customers
13636,61,9,5636.92,4,5,4,4,Champions
13637,80,5,3267.8500000000004,3,4,3,4,Loyal Customers
13638,43,5,3628.09,4,4,3,4,Champions
13639,46,6,3629.14,4,4,3,4,Champions
13640,39,3,4282.85,4,2,4,3,Potential Loyalist
13641,41,4,3917.3500000000004,4,3,3,3,Potential Loyalist
13642,11,4,2038.25,5,3,2,2,Recent Users
13643,14,8,7434.67,5,5,5,5,Champions
13644,28,10,11037.050000000001,5,5,5,5,Champions
13645,135,4,1741.07,3,3,2,2,Promising
13646,58,2,2387.91,4,2,3,2,Recent Users
13647,89,10,10030.460000000001,3,5,5,5,Loyal Customers
13648,229,3,5477.88,2,2,4,3,Hibernating
13649,41,11,11043.77,4,5,5,5,Champions
13650,11,11,8288.23,5,5,5,5,Champions
13651,57,7,5839.9800000000005,4,4,4,4,Champions
13652,313,5,4046.01,2,4,4,4,Can't Lose Them
13653,287,2,846.4200000000001,2,2,2,2,About To Sleep
13654,47,9,7532.68,4,5,5,5,Champions
13655,164,7,8200.27,3,4,5,4,Loyal Customers
13656,36,9,7412.95,4,5,5,5,Champions
13657,84,5,1965.99,3,4,2,3,Needs Attention
13658,68,9,5868.03,4,5,4,4,Champions
13659,130,5,8449.62,3,4,5,4,Loyal Customers
13660,88,5,10255.83,3,4,5,4,Loyal Customers
13661,41,5,3801.37,4,4,3,4,Champions
13662,29,7,6767.68,5,4,5,4,Champions
13663,167,3,3762.87,3,2,3,2,Promising
13664,43,4,4859.360000000001,4,3,4,4,Champions
13665,8,5,4537.38,5,4,4,4,Champions
13666,53,7,1865.0500000000002,4,4,2,3,Potential Loyalist
13667,278,2,397.0,2,2,1,2,About To Sleep
13668,86,24,9708.48,3,5,5,5,Loyal Customers
13669,278,4,1499.47,2,3,2,2,About To Sleep
13670,43,4,1711.1200000000001,4,3,2,2,Recent Users
13671,192,6,8845.210000000001,2,4,5,4,Can't Lose Them
13672,58,7,6739.71,4,4,5,4,Champions
13673,154,4,1414.8600000000001,3,3,2,2,Promising
13674,66,4,4546.41,4,3,4,4,Champions
13675,80,7,9457.1,3,4,5,4,Loyal Customers
13676,67,2,579.4200000000001,4,2,1,2,Recent Users
13677,152,4,4945.3,3,3,4,4,Loyal Customers
13678,57,5,5471.45,4,4,4,4,Champions
13679,131,4,8033.38,3,3,5,4,Loyal Customers
13680,1,11,10606.26,5,5,5,5,Champions
13681,76,9,7793.1,4,5,5,5,Champions
13682,56,5,4420.92,4,4,4,4,Champions
13683,10,2,1417.91,5,2,2,2,Recent Users
13684,35,6,7108.56,4,4,5,4,Champions
13685,186,10,5577.37,3,5,4,4,Loyal Customers
13686,87,2,1805.96,3,2,2,2,Promising
13687,113,5,5560.9,3,4,4,4,Loyal Customers
13688,56,4,4651.82,4,3,4,4,Champions
13689,69,7,3222.29,4,4,3,4,Champions
13690,74,6,9440.52,4,4,5,4,Champions
13691,90,3,2927.4,3,2,3,2,Promising
13692,169,7,2593.7400000000002,3,4,3,4,Loyal Customers
13693,140,5,3020.92,3,4,3,4,Loyal Customers
13694,225,53,65971.56,2,5,5,5,Can't Lose Them
13695,11,20,6229.900000000001,5,5,4,4,Champions
13696,8,4,4830.88,5,3,4,4,Champions
13697,30,6,5270.6,5,4,4,4,Champions
13698,103,4,4492.860000000001,3,3,4,4,Loyal Customers
13699,26,4,1609.47,5,3,2,2,Recent Users
13700,8,13,3009.61,5,5,3,4,Champions
13701,122,1,39.0,3,1,1,1,Promising
13702,117,2,1085.91,3,2,2,2,Promising
13703,15,5,1976.3500000000001,5,4,2,3,Potential Loyalist
13704,124,12,3293.5,3,5,3,4,Loyal Customers
13705,1,8,6886.650000000001,5,5,5,5,Champions
13706,61,5,6565.55,4,4,5,4,Champions
13707,124,7,5932.21,3,4,4,4,Loyal Customers
13708,40,8,4794.56,4,5,4,4,Champions
13709,44,22,12070.3,4,5,5,5,Champions
13710,71,4,3000.85,4,3,3,3,Potential Loyalist
13711,34,5,1488.45,4,4,2,3,Potential Loyalist
13712,60,5,4078.65,4,4,4,4,Champions
13713,28,10,3981.7400000000002,5,5,3,4,Champions
13714,135,2,1366.92,3,2,2,2,Promising
13715,33,11,4907.71,4,5,4,4,Champions
13716,24,9,6703.93,5,5,5,5,Champions
13717,65,9,3261.39,4,5,3,4,Champions
13718,7,5,4524.860000000001,5,4,4,4,Champions
13719,30,12,4782.45,5,5,4,4,Champions
13720,15,8,2550.77,5,5,3,4,Champions
13721,10,7,8579.35,5,4,5,4,Champions
13722,91,6,7829.74,3,4,5,4,Loyal Customers
13723,187,2,1982.78,3,2,2,2,Promising
13724,161,5,5920.83,3,4,4,4,Loyal Customers
13725,127,10,7010.46,3,5,5,5,Loyal Customers
13726,106,5,8337.48,3,4,5,4,Loyal Customers
13727,169,8,8537.72,3,5,5,5,Loyal Customers
13728,1,11,8589.87,5,5,5,5,Champions
13729,39,5,914.9100000000001,4,4,2,3,Potential Loyalist
13730,30,10,6946.780000000001,5,5,5,5,Champions
13731,67,6,3592.95,4,4,3,4,Champions
13732,20,6,7638.71,5,4,5,4,Champions
13733,24,1,494.46000000000004,5,1,1,1,Price Sensitive
13734,145,3,5973.860000000001,3,2,4,3,Needs Attention
13735,27,7,6607.63,5,4,5,4,Champions
13736,17,4,3194.84,5,3,3,3,Potential Loyalist
